what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527236632
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527268352
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527270484
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527336375
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527336507
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233527341962
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527342350
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527345101
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527345103
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233527346496
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527346692
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527346864
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233527363406
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233527365175
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527368549
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527370340
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527371610
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527427997
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527428677
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527430103
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527431071
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527451752
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527451878
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527452940
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233527456456
