what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350047808
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233350057162
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350066855
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350119358
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350121566
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350137662
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233350139252
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350143056
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350144976
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.0.200809120802,org.eclipse.cdt.managedbuilder.gnu.ui,1233350145597
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350146662
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350213139
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350216221
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350569805
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233350569945
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233350571368
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1233350575832
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1233350576667
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1233350577387
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233350577855
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233350581613
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233350584182
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350588480
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350591824
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233350594570
