what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679116835
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679141651
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679144568
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233679149724
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233679149935
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233679153775
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233679155243
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679158412
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679160263
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679163651
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679341130
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679343427
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679391759
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233679391868
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233679393483
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233679394699
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233679402703
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233679406079
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679410214
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679412786
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233679422116
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233679425101
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233679426461
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679428928
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233679431596
