what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.core,5.0.1.200809120802,org.eclipse.cdt.core,1229972447226
started,bundle,org.eclipse.ui.navigator,3.3.101.M20080827-0800,org.eclipse.ui.navigator,1229972447337
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1229972447419
started,bundle,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui,1229972447437
started,bundle,org.eclipse.cdt.make.ui,5.0.1.200809120802,org.eclipse.cdt.make.ui,1229972447495
started,bundle,org.eclipse.cdt.managedbuilder.core,5.0.1.200809120802,org.eclipse.cdt.managedbuilder.core,1229972447536
started,bundle,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.resources,1229972450256
opened,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1229972457712
activated,perspective,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.CPerspective,1229972458584
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.perspectives.showPerspective,1229972461425
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.perspectives.showPerspective,1229972461425
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229972461512
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229972461775
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229972492937
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1229972494046
started,bundle,org.eclipse.debug.core,3.4.0.v20080612,org.eclipse.debug.core,1229972494257
started,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1229972494343
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1229972505383
started,bundle,org.eclipse.cdt.make.core,5.0.1.200809120802,org.eclipse.cdt.make.core,1229972506883
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229972511855
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229972586138
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229972586157
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229972586236
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229972586248
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1229972586268
