what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233688537532
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233688909467
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233688917964
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233689895068
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233689902231
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233689903033
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233689942335
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233690928198
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233690929753
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233690997427
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233691001952
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763004731
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763007089
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763007312
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763007314
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763008781
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763008783
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763010025
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763010027
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763011281
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763012637
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763013405
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763014282
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763015283
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233763016051
