what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.0.200809120802,org.eclipse.cdt.managedbuilder.gnu.ui,1233610843034
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233610858756
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233611152546
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233611186525
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233611186919
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233611188139
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233668018522
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233668021968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233668103871
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233668105007
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233669069978
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233669072840
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233669081467
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233669083117
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233669083144
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233669084065
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233669084256
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233669084258
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233669085258
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233669085388
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233669085391
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233669086476
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233669086478
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233669088224
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233669088244
