what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525365237
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525410909
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525412403
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525484016
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233525484148
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233525485687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525514511
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233525516610
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525516739
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233525522108
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233525546657
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233525549654
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525553289
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525555554
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233525561598
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233525585668
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233525589375
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233525591224
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525595382
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525598228
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525606293
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525619913
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525621725
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525655367
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233525655506
