what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233527631188
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527634263
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527636018
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527636664
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527649242
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527649388
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233527652077
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527655188
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527657055
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527659689
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527659873
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527664223
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233527669191
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527669507
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527669690
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527682568
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527696523
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527697533
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527748555
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527751511
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527751514
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527774865
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233527816596
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527816783
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527816973
