what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531471874
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531476492
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233531484212
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531495675
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233531499790
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531499905
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531502492
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531538221
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233531541381
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233531563992
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233531566444
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531572443
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531574484
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531581510
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531605972
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233531610401
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233531614446
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233531615365
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531619171
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531621012
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531621701
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531636351
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531639276
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233531772111
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233531772254
