what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233583815661
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233583816563
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233583821423
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233583821554
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233583839824
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233583840552
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233583849294
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233583850762
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233583855957
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233583868008
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233583871086
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233583871261
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233583880560
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233583881059
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233583881257
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233583953793
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233583956206
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233583963842
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233583967045
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233583968914
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233583970958
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233583995087
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233583995222
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233583996571
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233584072816
