what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233527013306
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527017769
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527019440
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527024002
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527109101
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527109230
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527118470
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233527125396
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527127932
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527135972
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233527136046
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527136403
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527136578
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233527142698
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233527150145
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233527151487
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527154866
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527157711
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527164346
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527217774
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233527221310
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233527225509
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233527226738
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527233275
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233527235399
