what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.0.200809120802,org.eclipse.cdt.managedbuilder.gnu.ui,1233601243699
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233601263786
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233601274705
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233601288629
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233601289844
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233601291321
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233601331339
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233601331483
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233601370850
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233601371818
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233601378141
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233601433821
opened,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1233601435047
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233601435375
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233601435574
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233601439687
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233601455214
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233601455407
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233601459369
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233601950714
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233601955026
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233601955192
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233601956008
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233601956940
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233601979278
