what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763326430
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763333067
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763519041
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763520652
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763720099
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763725824
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1233763735511
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763735651
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763740111
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763740730
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763742276
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763987926
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233763990204
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233764023463
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233764028832
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1233764053765
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233764053831
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233764056031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233936584105
started,bundle,org.eclipse.epp.usagedata.ui,1.0.1.R200809220400,org.eclipse.epp.usagedata.ui,1233936584430
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233936586946
