what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522769129
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233522770533
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522771172
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522786681
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233522805797
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1233522807764
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233522810640
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233522812987
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522818189
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522820876
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522821806
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522924272
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522938320
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522940644
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.0.200809120802,org.eclipse.cdt.managedbuilder.gnu.ui,1233522941114
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522945502
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522970152
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233522970305
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233522971473
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522980455
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233522982340
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233522988428
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233522988719
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233522995492
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233522996849
