what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233581903254
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233581907499
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233581913356
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233581914126
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233581916505
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233581918716
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233581923661
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233581978068
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233581978216
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233581979599
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233581989526
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233581989790
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233581989908
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233582007935
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1233582011267
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233582014393
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233582016183
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233582017192
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233582059113
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233582065987
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233582069019
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233582074244
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233582085957
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233582086106
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1233582087743
